Development Status (short),Installed Capacity (MWelec),No. of Turbines,Development Status,Country,X-coordinate,Y-coordinate,year
Application Refused,23,n/a,Appeal Withdrawn,England,261685,109395,2004
Application Refused,12,6,Planning Permission Refused,England,437851,87354,2006
Application Refused,5,2,Planning Permission Refused,England,539094,312521,2011
Application Refused,16,n/a,Secretary of State - Refusal,England,347650,411650,2014
Application Refused,8,4,Appeal Withdrawn,England,448195,143500,2013
Application Refused,8.8,n/a,Planning Permission Refused,England,476500,259700,1997
Application Refused,16.5,11,Planning Permission Refused,Wales,295457,293336,2008
Application Refused,5,n/a,Planning Permission Refused,England,471320,256973,2015
Application Refused,5.5,n/a,Planning Permission Refused,England,411500,192500,2000
Application Refused,24.5,n/a,Planning Permission Refused,England,592200,168100,1999
Application Refused,15,5,Planning Permission Refused,Northern Ireland,34484,543356,2008
Application Refused,10,5,Appeal Refused,Wales,276783,203988,2012
Application Refused,63,26,Planning Permission Refused,Scotland,318080,577600,2009
Application Refused,29,n/a,Planning Permission Refused,England,230646,94753,2014
Application Refused,3.6,4,Appeal Refused,England,371222,145186,2013
Application Refused,12.5,5,Appeal Refused,Scotland,335385,705734,2010
Application Refused,5,2,Planning Permission Refused,Scotland,287395,573140,2007
Application Refused,4,3,Appeal Refused,England,275500,46500,2007
Application Refused,2,1,Planning Permission Refused,England,419195,429866,2008
Application Refused,6.9,3,Planning Permission Refused,England,506221,450719,2013
Application Refused,5,2,Planning Permission Refused,Scotland,286389,646411,2011
Application Refused,10.8,n/a,Appeal Refused,England,425747,208983,2014
Application Refused,3,9,Planning Permission Refused,England,389200,423100,1999
Application Refused,9,3,Planning Permission Refused,England,308954,531519,2009
Application Refused,2,1,Planning Permission Refused,Scotland,292500,855500,2006
Application Refused,38,11,Appeal Refused,Scotland,359200,753700,2005
Application Refused,8.6,n/a,Appeal Refused,England,356500,273400,2014
Application Refused,5.7,n/a,Planning Permission Refused,England,278608,52889,2013
Application Refused,7.2,9,Appeal Refused,Scotland,329985,756577,2011
Application Refused,14,n/a,Planning Permission Refused,England,544282,246623,2014
Application Refused,4.6,2,Planning Permission Refused,Scotland,385451,829484,2011
Application Refused,6.9,3,Appeal Refused,England,420310,404845,2014
Application Refused,9,3,Appeal Refused,England,443800,83800,2001
Application Refused,7.5,3,Planning Permission Refused,England,471979,289392,2009
Application Refused,3.8,n/a,Planning Permission Refused,England,438011,347647,2012
Application Refused,8,n/a,Planning Permission Refused,England,230310,99817,2013
Application Refused,3.9,0,Planning Permission Refused,Wales,320526,336486,2002
Application Refused,2.6,0,Planning Permission Refused,Wales,284000,189000,2002
Application Refused,6,n/a,Planning Permission Refused,England,297241,120444,2013
Application Refused,12,6,Secretary of State - Refusal,England,449656,367041,2012
Application Refused,12.5,5,Planning Permission Refused,England,388691,452767,2008
Application Refused,3.2,4,Planning Permission Refused,Scotland,316373,934062,2010
Application Refused,2.1,n/a,Planning Permission Refused,Scotland,181000,877855,2003
Application Refused,18.6,n/a,Planning Permission Refused,England,536677,316760,2014
Application Refused,7.8,n/a,Planning Permission Refused,England,333202,157052,2013
Application Refused,2,1,Planning Permission Refused,England,430455,175810,2007
Application Refused,7,n/a,Planning Permission Refused,England,616994,228407,2013
Application Refused,12.5,n/a,Planning Permission Refused,England,550106,180346,2011
Application Refused,12.5,5,Planning Permission Refused,England,438721,87123,2011
Application Refused,6.9,3,Planning Permission Refused,Scotland,367379,842167,2012
Application Refused,10,5,Planning Permission Refused,England,632255,145810,2007
Application Refused,7.8,0,Planning Permission Refused,Wales,200700,232500,1999
Application Refused,5,n/a,Appeal Refused,England,300923,512867,2014
Application Refused,6,3,Appeal Refused,Scotland,334844,706448,2010
Application Refused,8.3,n/a,Appeal Refused,England,307214,139932,2013
Application Refused,20,n/a,Planning Permission Refused,England,499500,152500,2000
Application Refused,9,n/a,Appeal Refused,England,593459,143378,2013
Application Refused,47.5,19,Appeal Refused,Scotland,254372,653147,2010
Application Refused,18,n/a,Planning Permission Refused,England,475895,238630,2014
Application Refused,19,n/a,Appeal Refused,England,603950,219950,2014
Application Refused,6.6,n/a,Planning Permission Refused,England,458200,339100,2005
Application Refused,5,n/a,Planning Permission Refused,Wales,279800,354500,2015
Application Refused,30,n/a,Appeal Withdrawn,Wales,323014,180704,2008
Application Refused,12,4,Planning Permission Refused,Scotland,297896,726020,2015
Application Refused,9,n/a,Planning Permission Refused,England,376384,399099,2010
Application Refused,3.9,3,Planning Permission Refused,England,250500,86500,2005
Application Refused,3,2,Planning Permission Refused,Scotland,395137,834738,2013
Application Refused,6.9,3,Appeal Refused,England,343894,552176,2008
Application Refused,69,23,Planning Permission Refused,Scotland,308383,656467,2012
Application Refused,25,10,Planning Permission Refused,Scotland,242392,680091,2012
Application Refused,6,3,Planning Permission Refused,England,436006,525698,NA
Application Refused,6.5,5,Appeal Refused,Scotland,302174,969703,2010
Application Refused,16.1,7,Appeal Refused,England,477416,433237,2009
Application Refused,16,n/a,Appeal Refused,England,614665,237965,2013
Application Refused,6.9,3,Planning Permission Refused,Scotland,371671,781186,2013
Application Refused,4.5,5,Planning Permission Refused,Scotland,354445,832682,2013
Application Refused,6.2,n/a,Planning Permission Refused,England,506712,178385,2014
Application Refused,6.8,n/a,Appeal Refused,England,377846,144006,2014
Application Refused,5,2,Planning Permission Refused,England,455428,336470,2011
Application Refused,20,8,Appeal Refused,Scotland,319050,647944,2014
Application Refused,2.6,2,Planning Permission Refused,England,207780,55000,2003
Application Refused,1,2,Appeal Refused,Wales,314089,189685,2014
Application Refused,5,n/a,Planning Permission Refused,England,427420,321550,2015
Application Refused,1.5,3,Appeal Refused,Scotland,375155,860228,2014
Application Refused,5,n/a,Appeal Refused,England,571962,113200,2015
Application Refused,6.8,n/a,Planning Permission Refused,England,364135,159542,2014
Application Refused,30,30,Planning Permission Refused,Scotland,174300,653900,1995
Application Refused,12.5,5,Appeal Refused,Wales,272659,210474,2004
Application Refused,6,3,Appeal Refused,Scotland,366120,752345,2007
Application Refused,6,3,Planning Permission Refused,England,436512,519274,2011
Application Refused,1,n/a,Appeal Refused,England,146058,26681,2015
Application Refused,2.4,n/a,Appeal Refused,England,265750,139450,2015
Application Refused,21,7,Appeal Refused,Scotland,260611,610655,2012
Application Refused,36.8,16,Secretary of State - Refusal,England,382400,419200,2015
Application Refused,2.3,1,Appeal Refused,Scotland,387836,823758,2008
Application Refused,16.1,n/a,Appeal Refused,England,365245,253561,2015
Application Refused,1.5,1,Appeal Refused,England,630120,149980,2013
Application Refused,25.3,11,Appeal Refused,Scotland,266200,584260,2010
Application Refused,10.4,n/a,Planning Permission Refused,England,565033,144747,2014
Application Refused,4.9,n/a,Appeal Refused,Scotland,235358,661528,2015
Application Refused,8.8,n/a,Planning Permission Refused,England,360954,102552,2014
Application Refused,11.5,5,Planning Permission Refused,England,311000,544000,2006
Application Refused,34,n/a,Planning Permission Refused,England,594816,285818,2014
Application Refused,2,1,Planning Permission Refused,Scotland,266312,651530,2014
Application Refused,15,5,Planning Permission Refused,England,489417,347100,2013
Application Refused,3,n/a,Planning Permission Refused,England,509450,178120,2012
Application Refused,14,n/a,Planning Permission Refused,England,475706,367774,2013
Application Refused,20,n/a,Planning Permission Refused,England,331018,403806,2014
Application Refused,1.8,2,Planning Permission Refused,Scotland,118264,934800,2011
Application Refused,9.6,n/a,Planning Permission Refused,England,534472,225009,2014
Application Refused,42,14,Appeal Refused,Northern Ireland,60344,545265,2013
Application Refused,9,3,Planning Permission Refused,England,641328,288986,2010
Application Refused,12,6,Appeal Refused,England,510942,465046,2011
Application Refused,10,n/a,Planning Permission Refused,England,454219,240400,2014
Application Refused,2,n/a,Planning Permission Refused,England,501000,426300,NA
Application Refused,21.6,6,Appeal Refused,Scotland,262425,617645,2013
Application Refused,12.5,5,Appeal Refused,Scotland,306954,694854,2013
Application Refused,10,5,Appeal Refused,Northern Ireland,150477,557440,2013
Application Refused,1,1,Planning Permission Refused,Scotland,403579,837831,2011
Application Refused,12,16,Planning Permission Refused,Scotland,297000,914000,1995
Application Refused,19.5,15,Planning Permission Refused,Scotland,218030,587200,2009
Application Refused,1.5,0,Planning Permission Refused,England,639700,294700,1998
Application Refused,39.6,12,Appeal Withdrawn,England,386151,417612,2014
Application Refused,1.5,n/a,Planning Permission Refused,England,433420,492119,2014
Application Refused,17.5,7,Appeal Refused,England,532983,398632,2014
Application Refused,18.4,8,Appeal Refused,Scotland,246456,608729,2011
Application Refused,47.6,14,Appeal Lodged,Scotland,172190,641550,2016
Application Refused,17.5,7,Appeal Refused,Northern Ireland,119268,533312,2006
Application Refused,1.3,1,Planning Permission Refused,England,474409,305978,2010
Application Refused,2.3,1,Planning Permission Refused,Scotland,358366,859859,2014
Application Refused,9.2,4,Planning Permission Refused,England,464708,311376,2010
Application Refused,14,14,Planning Permission Refused,Scotland,383200,792000,2000
Application Refused,21,7,Appeal Refused,Scotland,350540,645212,2014
Application Refused,1,1,Planning Permission Refused,Scotland,321250,936500,2013
Application Refused,12,5,Appeal Refused,Scotland,256300,645000,2012
Application Refused,14.6,n/a,Appeal Lodged,England,318022,538154,2014
Application Refused,9,n/a,Planning Permission Refused,England,369575,135537,2013
Application Refused,5,n/a,Planning Permission Refused,England,356338,391258,2015
Application Refused,28.8,8,Appeal Refused,Scotland,266794,584308,2016
Application Refused,45,18,Planning Permission Refused,Scotland,321080,656760,2006
Application Refused,10,4,Planning Permission Refused,England,648799,316278,2009
Application Refused,1.5,0,Planning Permission Refused,England,381900,200500,2000
Application Refused,5,n/a,Appeal Refused,England,282739,99967,2015
Application Refused,4,2,Planning Permission Refused,England,613511,216490,2014
Application Refused,6.8,2,Appeal Refused,England,387627,283802,2010
Application Refused,12,4,Planning Permission Refused,Scotland,313183,689409,2011
Application Refused,6,n/a,Planning Permission Refused,England,579190,242294,2013
Application Refused,10,4,Appeal Refused,England,378380,129675,2010
Application Refused,11.2,n/a,Planning Permission Refused,England,503475,256155,2010
Application Refused,18,6,Planning Permission Refused,Scotland,225843,652080,2006
Application Refused,27,9,Planning Permission Refused,England,398000,638000,2006
Application Refused,9.7,0,Planning Permission Refused,England,360800,494000,1998
Application Refused,2,0,Planning Permission Refused,Wales,260000,195000,2003
Application Refused,23,n/a,Planning Permission Refused,England,441799,406582,2014
Application Refused,5,n/a,Planning Permission Refused,England,198677,60276,2002
Application Refused,5,n/a,Planning Permission Refused,England,438511,348466,2012
Application Refused,4.5,n/a,Appeal Refused,England,295073,101829,2014
Application Refused,13.6,16,Appeal Refused,Scotland,172320,611990,2008
Application Refused,11.3,n/a,Secretary of State - Refusal,England,520911,220037,2014
Application Refused,8,n/a,Planning Permission Refused,England,300756,111313,2014
Application Refused,8,4,Planning Permission Refused,England,513962,461263,2013
Application Refused,10,4,Secretary of State - Refusal,England,486512,228171,2012
Application Refused,5,n/a,Planning Permission Refused,England,345000,385731,2015
Application Refused,5,n/a,Appeal Refused,England,517330,142513,2014
Application Refused,6,3,Planning Permission Refused,England,413034,597920,2011
Application Refused,1.3,1,Planning Permission Refused,England,432302,178781,2007
Application Refused,27,n/a,Planning Permission Refused,England,633530,144887,2014
Application Refused,1.3,1,Planning Permission Refused,Wales,319938,368144,2014
Application Refused,8.1,n/a,Planning Permission Refused,England,634527,165873,2014
Application Refused,7.3,0,Planning Permission Refused,Wales,273670,190300,2002
Application Refused,23,10,Planning Permission Refused,England,358326,463852,2013
Application Refused,5,n/a,Planning Permission Refused,England,350212,166236,2012
Application Refused,5,n/a,Planning Permission Refused,England,336800,480900,2015
Application Refused,22.5,9,Appeal Refused,England,340470,530845,2007
Application Refused,50,20,Planning Permission Refused,Scotland,249387,641441,2010
Application Refused,15,5,Appeal Refused,England,483216,243900,2011
Application Refused,2,1,Planning Permission Refused,England,348212,444289,2011
Application Refused,10.1,0,Planning Permission Refused,England,211000,87500,1993
Application Refused,2.6,3,Planning Permission Refused,Wales,253066,375343,2013
Application Refused,2.6,3,Planning Permission Refused,Scotland,224460,605122,2014
Application Refused,23,4,Appeal Refused,England,510060,270129,2010
Application Refused,15,6,Appeal Refused,Scotland,271498,684905,2012
Application Refused,20.7,9,Planning Permission Refused,Northern Ireland,61563,510022,2006
Application Refused,31.5,18,Appeal Withdrawn,Scotland,296850,707550,2005
Application Refused,10.1,0,Planning Permission Refused,England,393500,416500,1999
Application Refused,10,5,Planning Permission Refused,England,443920,536016,2012
Application Refused,36.8,14,Appeal Refused,Scotland,213789,590485,2011
Application Refused,17,n/a,Planning Permission Refused,England,494122,345265,2014
Application Refused,10,5,Planning Permission Refused,England,491554,439660,2008
Application Refused,4,n/a,Appeal Withdrawn,England,474827,153523,2015
Application Refused,4.5,n/a,Planning Permission Refused,England,554858,367352,2011
Application Refused,20,10,Appeal Refused,Scotland,390000,659500,2012
Application Refused,2.7,3,Appeal Refused,Scotland,210349,663052,2012
Application Refused,5,n/a,Planning Permission Refused,England,534011,294340,2010
Application Refused,1,n/a,Appeal Refused,England,389596,568832,2014
Application Refused,15,6,Appeal Refused,England,538519,312747,2011
Application Refused,4.8,n/a,Planning Permission Refused,England,466650,292748,2015
Application Refused,6,3,Planning Permission Refused,Scotland,367983,836360,2013
Application Refused,5,n/a,Planning Permission Refused,Wales,308906,200688,2015
Application Refused,12,6,Appeal Refused,England,445500,421500,2007
Application Refused,5,n/a,Planning Permission Refused,Wales,332172,192076,2015
Application Refused,6,n/a,Planning Permission Refused,England,349284,122400,2013
Application Refused,44,13,Appeal Lodged,Scotland,237225,804335,2015
Application Refused,19.3,0,Planning Permission Refused,Wales,290000,201500,1994
Application Refused,9.2,4,Secretary of State - Refusal,England,302697,524950,2012
Application Refused,11,n/a,Appeal Refused,England,633459,149347,2013
Application Refused,20,9,Planning Permission Refused,Scotland,257737,690570,2007
Application Refused,2.5,1,Appeal Refused,England,421723,299149,2013
Application Refused,2,n/a,Planning Permission Refused,England,350714,394493,2012
Application Refused,16,8,Appeal Refused,England,555459,247455,2009
Application Refused,15,n/a,Appeal Withdrawn,England,583587,214798,2013
Application Refused,21,7,Appeal Refused,England,625671,295267,2008
Application Refused,10,n/a,Appeal Refused,England,474944,154180,2015
