location,hits,keyword
Austria,7,The Master
Hungary,6,The Master
France,6,The Master
Germany,6,The Master
Spain,6,The Master
Croatia,NA,The Master
Italy,5,The Master
Slovakia,NA,The Master
Poland,4,The Master
Ireland,19,Footloose
Germany,13,Footloose
Belgium,12,Footloose
Austria,12,Footloose
Denmark,12,Footloose
United Kingdom,11,Footloose
Italy,11,Footloose
Luxembourg,NA,Footloose
Croatia,8,Footloose
Slovenia,NA,Footloose
France,7,Footloose
Netherlands,7,Footloose
Sweden,7,Footloose
Hungary,7,Footloose
Portugal,6,Footloose
Poland,5,Footloose
Spain,4,Footloose
Greece,4,Footloose
Cyprus,NA,Footloose
Finland,3,Footloose
Malta,NA,Footloose
Estonia,NA,Footloose
Slovakia,NA,Footloose
Bulgaria,NA,Footloose
Romania,2,Footloose
Latvia,NA,Footloose
Lithuania,NA,Footloose
United Kingdom,96,If I Stay
Ireland,61,If I Stay
Denmark,36,If I Stay
Lithuania,32,If I Stay
Bulgaria,32,If I Stay
Croatia,32,If I Stay
Cyprus,NA,If I Stay
Romania,30,If I Stay
Sweden,29,If I Stay
Luxembourg,NA,If I Stay
Greece,24,If I Stay
Portugal,24,If I Stay
Slovakia,22,If I Stay
Slovenia,NA,If I Stay
Latvia,NA,If I Stay
Belgium,19,If I Stay
Estonia,NA,If I Stay
Finland,17,If I Stay
Hungary,17,If I Stay
Netherlands,13,If I Stay
Poland,11,If I Stay
Austria,10,If I Stay
Germany,9,If I Stay
Italy,7,If I Stay
France,7,If I Stay
Spain,6,If I Stay
Malta,NA,If I Stay
United Kingdom,36,The Ticket
Ireland,23,The Ticket
Cyprus,NA,The Ticket
Malta,NA,The Ticket
Romania,10,The Ticket
Netherlands,8,The Ticket
Sweden,8,The Ticket
Belgium,6,The Ticket
Finland,NA,The Ticket
Germany,6,The Ticket
Austria,NA,The Ticket
Greece,NA,The Ticket
Denmark,NA,The Ticket
Latvia,NA,The Ticket
Bulgaria,NA,The Ticket
Lithuania,NA,The Ticket
Poland,4,The Ticket
Portugal,NA,The Ticket
Hungary,NA,The Ticket
France,3,The Ticket
Slovakia,NA,The Ticket
Italy,3,The Ticket
Spain,3,The Ticket
Croatia,NA,The Ticket
Luxembourg,NA,The Ticket
Estonia,NA,The Ticket
Slovenia,NA,The Ticket
Croatia,18,Detour
France,9,Detour
Belgium,5,Detour
United Kingdom,3,Detour
Sweden,3,Detour
Romania,3,Detour
Ireland,2,Detour
Cyprus,NA,Detour
Finland,2,Detour
Denmark,2,Detour
Italy,2,Detour
Greece,1,Detour
Netherlands,1,Detour
Lithuania,NA,Detour
Malta,NA,Detour
Latvia,NA,Detour
Hungary,1,Detour
Luxembourg,NA,Detour
Estonia,NA,Detour
Portugal,1,Detour
Spain,1,Detour
Bulgaria,NA,Detour
Poland,1,Detour
Germany,1,Detour
Austria,1,Detour
Slovenia,NA,Detour
Slovakia,NA,Detour
United Kingdom,60,The Love Witch
Ireland,58,The Love Witch
Portugal,56,The Love Witch
Romania,43,The Love Witch
Slovenia,NA,The Love Witch
Sweden,33,The Love Witch
Hungary,31,The Love Witch
Netherlands,27,The Love Witch
Croatia,27,The Love Witch
Spain,25,The Love Witch
Greece,25,The Love Witch
Poland,23,The Love Witch
Italy,21,The Love Witch
Belgium,15,The Love Witch
Germany,14,The Love Witch
France,13,The Love Witch
Finland,12,The Love Witch
Denmark,12,The Love Witch
Austria,11,The Love Witch
Estonia,NA,The Love Witch
Malta,NA,The Love Witch
Luxembourg,NA,The Love Witch
Lithuania,NA,The Love Witch
Bulgaria,NA,The Love Witch
Slovakia,NA,The Love Witch
Cyprus,NA,The Love Witch
Latvia,NA,The Love Witch
Denmark,100,Talladega Nights  The Ballad of Ricky Bobby
Greece,29,Talladega Nights  The Ballad of Ricky Bobby
United Kingdom,14,Talladega Nights  The Ballad of Ricky Bobby
Bulgaria,NA,Talladega Nights  The Ballad of Ricky Bobby
Finland,NA,Talladega Nights  The Ballad of Ricky Bobby
Portugal,NA,Talladega Nights  The Ballad of Ricky Bobby
Romania,NA,Talladega Nights  The Ballad of Ricky Bobby
Poland,NA,Talladega Nights  The Ballad of Ricky Bobby
Italy,NA,Talladega Nights  The Ballad of Ricky Bobby
Spain,NA,Talladega Nights  The Ballad of Ricky Bobby
France,NA,Talladega Nights  The Ballad of Ricky Bobby
Austria,NA,Talladega Nights  The Ballad of Ricky Bobby
Belgium,NA,Talladega Nights  The Ballad of Ricky Bobby
Cyprus,NA,Talladega Nights  The Ballad of Ricky Bobby
Germany,NA,Talladega Nights  The Ballad of Ricky Bobby
Estonia,NA,Talladega Nights  The Ballad of Ricky Bobby
Croatia,NA,Talladega Nights  The Ballad of Ricky Bobby
Hungary,NA,Talladega Nights  The Ballad of Ricky Bobby
Ireland,NA,Talladega Nights  The Ballad of Ricky Bobby
Lithuania,NA,Talladega Nights  The Ballad of Ricky Bobby
Luxembourg,NA,Talladega Nights  The Ballad of Ricky Bobby
Latvia,NA,Talladega Nights  The Ballad of Ricky Bobby
Malta,NA,Talladega Nights  The Ballad of Ricky Bobby
Netherlands,NA,Talladega Nights  The Ballad of Ricky Bobby
Slovakia,NA,Talladega Nights  The Ballad of Ricky Bobby
Slovenia,NA,Talladega Nights  The Ballad of Ricky Bobby
Sweden,NA,Talladega Nights  The Ballad of Ricky Bobby
Sweden,100,The Human Centipede  First Sequence
United Kingdom,51,The Human Centipede  First Sequence
Lithuania,NA,The Human Centipede  First Sequence
Romania,NA,The Human Centipede  First Sequence
Netherlands,NA,The Human Centipede  First Sequence
France,NA,The Human Centipede  First Sequence
Austria,NA,The Human Centipede  First Sequence
Belgium,NA,The Human Centipede  First Sequence
Bulgaria,NA,The Human Centipede  First Sequence
Cyprus,NA,The Human Centipede  First Sequence
Germany,NA,The Human Centipede  First Sequence
Denmark,NA,The Human Centipede  First Sequence
Spain,NA,The Human Centipede  First Sequence
Estonia,NA,The Human Centipede  First Sequence
Finland,NA,The Human Centipede  First Sequence
Greece,NA,The Human Centipede  First Sequence
Croatia,NA,The Human Centipede  First Sequence
Hungary,NA,The Human Centipede  First Sequence
Ireland,NA,The Human Centipede  First Sequence
Italy,NA,The Human Centipede  First Sequence
Luxembourg,NA,The Human Centipede  First Sequence
Latvia,NA,The Human Centipede  First Sequence
Malta,NA,The Human Centipede  First Sequence
Poland,NA,The Human Centipede  First Sequence
Portugal,NA,The Human Centipede  First Sequence
Slovakia,NA,The Human Centipede  First Sequence
Slovenia,NA,The Human Centipede  First Sequence
Malta,NA,Super
Cyprus,NA,Super
Croatia,54,Super
France,47,Super
United Kingdom,34,Super
Greece,33,Super
Ireland,33,Super
Poland,32,Super
Spain,32,Super
Italy,29,Super
Portugal,29,Super
Germany,29,Super
Denmark,29,Super
Romania,26,Super
Austria,24,Super
Finland,22,Super
Belgium,22,Super
Netherlands,22,Super
Hungary,20,Super
Slovakia,20,Super
Luxembourg,NA,Super
Sweden,19,Super
Bulgaria,15,Super
Lithuania,NA,Super
Slovenia,NA,Super
Estonia,NA,Super
Latvia,NA,Super
Ireland,100,The Siege of Jadotville
Malta,NA,The Siege of Jadotville
United Kingdom,21,The Siege of Jadotville
Netherlands,13,The Siege of Jadotville
Sweden,12,The Siege of Jadotville
Belgium,8,The Siege of Jadotville
Cyprus,NA,The Siege of Jadotville
Lithuania,6,The Siege of Jadotville
Estonia,NA,The Siege of Jadotville
Luxembourg,NA,The Siege of Jadotville
Slovakia,4,The Siege of Jadotville
Croatia,4,The Siege of Jadotville
Greece,4,The Siege of Jadotville
Denmark,4,The Siege of Jadotville
Slovenia,NA,The Siege of Jadotville
Finland,3,The Siege of Jadotville
Romania,2,The Siege of Jadotville
Hungary,2,The Siege of Jadotville
Portugal,2,The Siege of Jadotville
Germany,1,The Siege of Jadotville
Austria,1,The Siege of Jadotville
France,1,The Siege of Jadotville
Italy,1,The Siege of Jadotville
Spain,1,The Siege of Jadotville
Bulgaria,NA,The Siege of Jadotville
Poland,NA,The Siege of Jadotville
Latvia,NA,The Siege of Jadotville
Malta,NA,Up in the Air
United Kingdom,24,Up in the Air
Ireland,18,Up in the Air
Cyprus,NA,Up in the Air
Denmark,9,Up in the Air
Sweden,7,Up in the Air
Estonia,NA,Up in the Air
Croatia,NA,Up in the Air
Spain,7,Up in the Air
Greece,5,Up in the Air
Portugal,5,Up in the Air
Latvia,NA,Up in the Air
Lithuania,NA,Up in the Air
Bulgaria,NA,Up in the Air
Belgium,5,Up in the Air
Romania,3,Up in the Air
Netherlands,3,Up in the Air
Finland,NA,Up in the Air
Hungary,NA,Up in the Air
Slovakia,NA,Up in the Air
Austria,NA,Up in the Air
Germany,3,Up in the Air
Slovenia,NA,Up in the Air
Italy,1,Up in the Air
Poland,1,Up in the Air
France,1,Up in the Air
Luxembourg,NA,Up in the Air
Romania,49,The Midnight Meat Train
Finland,26,The Midnight Meat Train
Bulgaria,21,The Midnight Meat Train
Croatia,19,The Midnight Meat Train
Belgium,17,The Midnight Meat Train
Slovenia,17,The Midnight Meat Train
Greece,15,The Midnight Meat Train
United Kingdom,14,The Midnight Meat Train
Lithuania,13,The Midnight Meat Train
Portugal,12,The Midnight Meat Train
Ireland,10,The Midnight Meat Train
Germany,9,The Midnight Meat Train
Sweden,8,The Midnight Meat Train
France,6,The Midnight Meat Train
Austria,4,The Midnight Meat Train
Italy,2,The Midnight Meat Train
Spain,2,The Midnight Meat Train
Netherlands,1,The Midnight Meat Train
Poland,1,The Midnight Meat Train
Latvia,NA,The Midnight Meat Train
Slovakia,NA,The Midnight Meat Train
Cyprus,NA,The Midnight Meat Train
Denmark,NA,The Midnight Meat Train
Estonia,NA,The Midnight Meat Train
Hungary,NA,The Midnight Meat Train
Luxembourg,NA,The Midnight Meat Train
Malta,NA,The Midnight Meat Train
Belgium,45,The Twilight Saga  Eclipse
Estonia,29,The Twilight Saga  Eclipse
Romania,27,The Twilight Saga  Eclipse
Greece,21,The Twilight Saga  Eclipse
Croatia,18,The Twilight Saga  Eclipse
Lithuania,12,The Twilight Saga  Eclipse
Italy,12,The Twilight Saga  Eclipse
Spain,11,The Twilight Saga  Eclipse
United Kingdom,10,The Twilight Saga  Eclipse
Sweden,8,The Twilight Saga  Eclipse
Poland,5,The Twilight Saga  Eclipse
Netherlands,4,The Twilight Saga  Eclipse
Austria,3,The Twilight Saga  Eclipse
Germany,1,The Twilight Saga  Eclipse
France,1,The Twilight Saga  Eclipse
Bulgaria,NA,The Twilight Saga  Eclipse
Cyprus,NA,The Twilight Saga  Eclipse
Denmark,NA,The Twilight Saga  Eclipse
Finland,NA,The Twilight Saga  Eclipse
Hungary,NA,The Twilight Saga  Eclipse
Ireland,NA,The Twilight Saga  Eclipse
Luxembourg,NA,The Twilight Saga  Eclipse
Latvia,NA,The Twilight Saga  Eclipse
Malta,NA,The Twilight Saga  Eclipse
Portugal,NA,The Twilight Saga  Eclipse
Slovakia,NA,The Twilight Saga  Eclipse
Slovenia,NA,The Twilight Saga  Eclipse
Denmark,1,Transpecos
Sweden,NA,Transpecos
Italy,NA,Transpecos
United Kingdom,NA,Transpecos
Germany,NA,Transpecos
Spain,NA,Transpecos
France,NA,Transpecos
Austria,NA,Transpecos
Belgium,NA,Transpecos
Bulgaria,NA,Transpecos
Cyprus,NA,Transpecos
Estonia,NA,Transpecos
Finland,NA,Transpecos
Greece,NA,Transpecos
Croatia,NA,Transpecos
Hungary,NA,Transpecos
Ireland,NA,Transpecos
Lithuania,NA,Transpecos
Luxembourg,NA,Transpecos
Latvia,NA,Transpecos
Malta,NA,Transpecos
Netherlands,NA,Transpecos
Poland,NA,Transpecos
Portugal,NA,Transpecos
Romania,NA,Transpecos
Slovakia,NA,Transpecos
Slovenia,NA,Transpecos
United Kingdom,56,Whats Your Number?
Austria,NA,Whats Your Number?
Romania,NA,Whats Your Number?
Sweden,NA,Whats Your Number?
Belgium,NA,Whats Your Number?
Bulgaria,NA,Whats Your Number?
Cyprus,NA,Whats Your Number?
Germany,NA,Whats Your Number?
Denmark,NA,Whats Your Number?
Spain,NA,Whats Your Number?
Estonia,NA,Whats Your Number?
Finland,NA,Whats Your Number?
France,NA,Whats Your Number?
Greece,NA,Whats Your Number?
Croatia,NA,Whats Your Number?
Hungary,NA,Whats Your Number?
Ireland,NA,Whats Your Number?
Italy,NA,Whats Your Number?
Lithuania,NA,Whats Your Number?
Luxembourg,NA,Whats Your Number?
Latvia,NA,Whats Your Number?
Malta,NA,Whats Your Number?
Netherlands,NA,Whats Your Number?
Poland,NA,Whats Your Number?
Portugal,NA,Whats Your Number?
Slovakia,NA,Whats Your Number?
Slovenia,NA,Whats Your Number?
Poland,100,Riddick
Malta,NA,Riddick
Hungary,51,Riddick
France,38,Riddick
United Kingdom,36,Riddick
Cyprus,NA,Riddick
Slovakia,30,Riddick
Germany,29,Riddick
Estonia,NA,Riddick
Ireland,27,Riddick
Austria,26,Riddick
Spain,24,Riddick
Italy,23,Riddick
Romania,22,Riddick
Bulgaria,22,Riddick
Belgium,21,Riddick
Denmark,17,Riddick
Sweden,17,Riddick
Lithuania,NA,Riddick
Slovenia,NA,Riddick
Finland,15,Riddick
Luxembourg,NA,Riddick
Netherlands,14,Riddick
Croatia,NA,Riddick
Greece,13,Riddick
Latvia,NA,Riddick
Portugal,11,Riddick
France,30,Triangle
United Kingdom,30,Triangle
Ireland,29,Triangle
Malta,NA,Triangle
Luxembourg,NA,Triangle
Belgium,14,Triangle
Cyprus,NA,Triangle
Estonia,NA,Triangle
Latvia,NA,Triangle
Lithuania,NA,Triangle
Denmark,4,Triangle
Finland,NA,Triangle
Sweden,4,Triangle
Slovenia,NA,Triangle
Bulgaria,NA,Triangle
Netherlands,2,Triangle
Croatia,NA,Triangle
Hungary,NA,Triangle
Spain,2,Triangle
Portugal,NA,Triangle
Romania,2,Triangle
Greece,NA,Triangle
Slovakia,NA,Triangle
Austria,NA,Triangle
Germany,1,Triangle
Poland,1,Triangle
Italy,1,Triangle
Ireland,25,The Butler
United Kingdom,25,The Butler
Denmark,16,The Butler
Cyprus,NA,The Butler
Sweden,12,The Butler
Malta,NA,The Butler
Luxembourg,NA,The Butler
Slovenia,NA,The Butler
Belgium,6,The Butler
Netherlands,6,The Butler
Estonia,NA,The Butler
Finland,5,The Butler
Portugal,5,The Butler
Croatia,NA,The Butler
Latvia,NA,The Butler
Greece,5,The Butler
Lithuania,NA,The Butler
Romania,4,The Butler
Austria,4,The Butler
Germany,4,The Butler
Bulgaria,NA,The Butler
Hungary,4,The Butler
Spain,4,The Butler
Italy,4,The Butler
France,3,The Butler
Slovakia,NA,The Butler
Poland,2,The Butler
United Kingdom,49,King Cobra
Sweden,41,King Cobra
Ireland,38,King Cobra
Finland,24,King Cobra
Cyprus,NA,King Cobra
Slovenia,NA,King Cobra
Spain,20,King Cobra
Denmark,20,King Cobra
Hungary,19,King Cobra
Netherlands,18,King Cobra
Belgium,17,King Cobra
Portugal,15,King Cobra
Austria,14,King Cobra
Bulgaria,NA,King Cobra
Romania,12,King Cobra
Greece,11,King Cobra
Germany,10,King Cobra
Croatia,NA,King Cobra
France,9,King Cobra
Slovakia,NA,King Cobra
Italy,8,King Cobra
Poland,6,King Cobra
Malta,NA,King Cobra
Estonia,NA,King Cobra
Lithuania,NA,King Cobra
Luxembourg,NA,King Cobra
Latvia,NA,King Cobra
Finland,36,After Earth
Malta,NA,After Earth
United Kingdom,14,After Earth
Ireland,14,After Earth
Luxembourg,NA,After Earth
Cyprus,NA,After Earth
Latvia,NA,After Earth
Austria,6,After Earth
Romania,6,After Earth
Germany,5,After Earth
Denmark,5,After Earth
Slovenia,NA,After Earth
Belgium,4,After Earth
Portugal,4,After Earth
Netherlands,4,After Earth
Estonia,NA,After Earth
Croatia,NA,After Earth
Sweden,3,After Earth
Italy,3,After Earth
Greece,NA,After Earth
Spain,2,After Earth
Bulgaria,NA,After Earth
France,2,After Earth
Hungary,NA,After Earth
Slovakia,NA,After Earth
Poland,2,After Earth
Lithuania,NA,After Earth
Sweden,100,Kicks
Finland,35,Kicks
Portugal,14,Kicks
Ireland,13,Kicks
United Kingdom,13,Kicks
Malta,NA,Kicks
Cyprus,NA,Kicks
Denmark,5,Kicks
Netherlands,5,Kicks
Estonia,NA,Kicks
Latvia,NA,Kicks
Belgium,3,Kicks
Slovenia,NA,Kicks
Croatia,NA,Kicks
Luxembourg,NA,Kicks
Lithuania,NA,Kicks
Greece,3,Kicks
Germany,3,Kicks
Austria,3,Kicks
Slovakia,NA,Kicks
Bulgaria,NA,Kicks
Spain,2,Kicks
Poland,2,Kicks
France,2,Kicks
Italy,2,Kicks
Romania,NA,Kicks
Hungary,NA,Kicks
Ireland,100,Me and Earl and the Dying Girl
United Kingdom,70,Me and Earl and the Dying Girl
Slovakia,29,Me and Earl and the Dying Girl
Portugal,24,Me and Earl and the Dying Girl
Denmark,22,Me and Earl and the Dying Girl
Hungary,20,Me and Earl and the Dying Girl
Croatia,18,Me and Earl and the Dying Girl
Sweden,18,Me and Earl and the Dying Girl
Bulgaria,16,Me and Earl and the Dying Girl
Belgium,12,Me and Earl and the Dying Girl
Spain,11,Me and Earl and the Dying Girl
Netherlands,10,Me and Earl and the Dying Girl
Romania,10,Me and Earl and the Dying Girl
Lithuania,NA,Me and Earl and the Dying Girl
Greece,9,Me and Earl and the Dying Girl
Latvia,NA,Me and Earl and the Dying Girl
Slovenia,NA,Me and Earl and the Dying Girl
France,7,Me and Earl and the Dying Girl
Italy,7,Me and Earl and the Dying Girl
Austria,6,Me and Earl and the Dying Girl
Germany,6,Me and Earl and the Dying Girl
Poland,5,Me and Earl and the Dying Girl
Finland,NA,Me and Earl and the Dying Girl
Cyprus,NA,Me and Earl and the Dying Girl
Estonia,NA,Me and Earl and the Dying Girl
Luxembourg,NA,Me and Earl and the Dying Girl
Malta,NA,Me and Earl and the Dying Girl
Belgium,16,The Descendants
United Kingdom,12,The Descendants
Ireland,11,The Descendants
Luxembourg,NA,The Descendants
Cyprus,NA,The Descendants
Slovenia,NA,The Descendants
Greece,6,The Descendants
Denmark,6,The Descendants
Sweden,5,The Descendants
Austria,5,The Descendants
Germany,4,The Descendants
Lithuania,NA,The Descendants
Romania,4,The Descendants
Netherlands,4,The Descendants
Portugal,3,The Descendants
France,3,The Descendants
Bulgaria,NA,The Descendants
Croatia,NA,The Descendants
Malta,NA,The Descendants
Hungary,NA,The Descendants
Finland,NA,The Descendants
Slovakia,NA,The Descendants
Latvia,NA,The Descendants
Italy,2,The Descendants
Poland,2,The Descendants
Spain,1,The Descendants
Estonia,NA,The Descendants
Bulgaria,43,Sex and the City 2
Hungary,12,Sex and the City 2
Romania,11,Sex and the City 2
Cyprus,NA,Sex and the City 2
Ireland,10,Sex and the City 2
Greece,8,Sex and the City 2
Sweden,7,Sex and the City 2
Denmark,7,Sex and the City 2
Italy,6,Sex and the City 2
United Kingdom,6,Sex and the City 2
Latvia,NA,Sex and the City 2
Lithuania,NA,Sex and the City 2
Croatia,5,Sex and the City 2
Austria,5,Sex and the City 2
Germany,5,Sex and the City 2
Finland,5,Sex and the City 2
Estonia,NA,Sex and the City 2
France,3,Sex and the City 2
Slovenia,NA,Sex and the City 2
Netherlands,2,Sex and the City 2
Belgium,2,Sex and the City 2
Malta,NA,Sex and the City 2
Poland,2,Sex and the City 2
Luxembourg,NA,Sex and the City 2
Portugal,NA,Sex and the City 2
Spain,1,Sex and the City 2
Slovakia,NA,Sex and the City 2
United Kingdom,88,The Kings of Summer
Ireland,66,The Kings of Summer
Romania,37,The Kings of Summer
Croatia,29,The Kings of Summer
Netherlands,20,The Kings of Summer
Sweden,19,The Kings of Summer
Greece,18,The Kings of Summer
Italy,18,The Kings of Summer
Austria,17,The Kings of Summer
Denmark,17,The Kings of Summer
Finland,16,The Kings of Summer
Germany,15,The Kings of Summer
Spain,15,The Kings of Summer
Belgium,14,The Kings of Summer
Bulgaria,13,The Kings of Summer
Hungary,NA,The Kings of Summer
France,9,The Kings of Summer
Poland,6,The Kings of Summer
Portugal,NA,The Kings of Summer
Cyprus,NA,The Kings of Summer
Estonia,NA,The Kings of Summer
Lithuania,NA,The Kings of Summer
Luxembourg,NA,The Kings of Summer
Latvia,NA,The Kings of Summer
Malta,NA,The Kings of Summer
Slovakia,NA,The Kings of Summer
Slovenia,NA,The Kings of Summer
Ireland,45,Death Race
Cyprus,NA,Death Race
United Kingdom,33,Death Race
Malta,NA,Death Race
Croatia,25,Death Race
Greece,20,Death Race
Romania,19,Death Race
Latvia,NA,Death Race
Italy,18,Death Race
Sweden,18,Death Race
Denmark,17,Death Race
Lithuania,NA,Death Race
Estonia,NA,Death Race
Luxembourg,NA,Death Race
Finland,14,Death Race
Hungary,13,Death Race
Bulgaria,12,Death Race
Slovenia,NA,Death Race
Belgium,12,Death Race
Netherlands,12,Death Race
Slovakia,11,Death Race
Germany,11,Death Race
Poland,10,Death Race
Portugal,10,Death Race
Austria,9,Death Race
France,7,Death Race
Spain,5,Death Race
Denmark,56,That Awkward Moment
Latvia,35,That Awkward Moment
Sweden,35,That Awkward Moment
United Kingdom,31,That Awkward Moment
Ireland,30,That Awkward Moment
Lithuania,18,That Awkward Moment
Croatia,12,That Awkward Moment
Bulgaria,12,That Awkward Moment
Belgium,11,That Awkward Moment
Finland,10,That Awkward Moment
Romania,10,That Awkward Moment
Greece,9,That Awkward Moment
Slovakia,9,That Awkward Moment
Netherlands,7,That Awkward Moment
Cyprus,NA,That Awkward Moment
Portugal,7,That Awkward Moment
Poland,5,That Awkward Moment
Hungary,5,That Awkward Moment
Italy,5,That Awkward Moment
Austria,4,That Awkward Moment
Spain,3,That Awkward Moment
France,3,That Awkward Moment
Germany,2,That Awkward Moment
Estonia,NA,That Awkward Moment
Luxembourg,NA,That Awkward Moment
Malta,NA,That Awkward Moment
Slovenia,NA,That Awkward Moment
Poland,96,Legion
United Kingdom,90,Legion
Lithuania,77,Legion
Spain,76,Legion
France,74,Legion
Slovakia,65,Legion
Ireland,61,Legion
Sweden,61,Legion
Hungary,58,Legion
Denmark,58,Legion
Finland,54,Legion
Romania,53,Legion
Estonia,NA,Legion
Latvia,NA,Legion
Portugal,50,Legion
Belgium,50,Legion
Bulgaria,46,Legion
Germany,44,Legion
Croatia,42,Legion
Slovenia,NA,Legion
Luxembourg,NA,Legion
Austria,38,Legion
Cyprus,NA,Legion
Netherlands,36,Legion
Greece,29,Legion
Malta,NA,Legion
Italy,24,Legion
United Kingdom,100,End of Watch
Malta,NA,End of Watch
Ireland,62,End of Watch
Lithuania,26,End of Watch
Cyprus,NA,End of Watch
Estonia,NA,End of Watch
Sweden,16,End of Watch
Croatia,15,End of Watch
Latvia,NA,End of Watch
Austria,14,End of Watch
Greece,13,End of Watch
Denmark,13,End of Watch
Bulgaria,NA,End of Watch
Germany,11,End of Watch
Belgium,11,End of Watch
Netherlands,10,End of Watch
Portugal,9,End of Watch
Luxembourg,NA,End of Watch
Slovakia,NA,End of Watch
France,8,End of Watch
Hungary,NA,End of Watch
Slovenia,NA,End of Watch
Romania,6,End of Watch
Finland,NA,End of Watch
Spain,5,End of Watch
Poland,5,End of Watch
Italy,4,End of Watch
Belgium,49,3 Days to Kill
Ireland,29,3 Days to Kill
Latvia,17,3 Days to Kill
Luxembourg,NA,3 Days to Kill
France,15,3 Days to Kill
United Kingdom,12,3 Days to Kill
Malta,NA,3 Days to Kill
Italy,10,3 Days to Kill
Sweden,7,3 Days to Kill
Cyprus,NA,3 Days to Kill
Slovakia,6,3 Days to Kill
Bulgaria,4,3 Days to Kill
Denmark,4,3 Days to Kill
Austria,4,3 Days to Kill
Germany,4,3 Days to Kill
Romania,3,3 Days to Kill
Spain,3,3 Days to Kill
Lithuania,NA,3 Days to Kill
Finland,3,3 Days to Kill
Croatia,NA,3 Days to Kill
Portugal,2,3 Days to Kill
Greece,2,3 Days to Kill
Netherlands,1,3 Days to Kill
Poland,1,3 Days to Kill
Hungary,NA,3 Days to Kill
Estonia,NA,3 Days to Kill
Slovenia,NA,3 Days to Kill
Croatia,54,Lucky Number Slevin
Germany,45,Lucky Number Slevin
Cyprus,37,Lucky Number Slevin
Slovenia,34,Lucky Number Slevin
Estonia,32,Lucky Number Slevin
Lithuania,30,Lucky Number Slevin
United Kingdom,30,Lucky Number Slevin
Austria,30,Lucky Number Slevin
Denmark,29,Lucky Number Slevin
Luxembourg,NA,Lucky Number Slevin
Greece,24,Lucky Number Slevin
Sweden,23,Lucky Number Slevin
Ireland,20,Lucky Number Slevin
Hungary,20,Lucky Number Slevin
Netherlands,15,Lucky Number Slevin
Romania,14,Lucky Number Slevin
Belgium,13,Lucky Number Slevin
Bulgaria,12,Lucky Number Slevin
Slovakia,9,Lucky Number Slevin
Portugal,9,Lucky Number Slevin
France,7,Lucky Number Slevin
Finland,6,Lucky Number Slevin
Spain,5,Lucky Number Slevin
Poland,4,Lucky Number Slevin
Italy,3,Lucky Number Slevin
Latvia,NA,Lucky Number Slevin
Malta,NA,Lucky Number Slevin
Malta,NA,Trance
United Kingdom,84,Trance
Netherlands,82,Trance
Ireland,75,Trance
Luxembourg,NA,Trance
Slovenia,60,Trance
Finland,58,Trance
Estonia,NA,Trance
Germany,55,Trance
Portugal,51,Trance
Cyprus,NA,Trance
Greece,48,Trance
Belgium,46,Trance
Slovakia,46,Trance
Spain,46,Trance
Poland,44,Trance
Hungary,43,Trance
Sweden,41,Trance
Denmark,39,Trance
Austria,37,Trance
Italy,36,Trance
Croatia,34,Trance
Bulgaria,32,Trance
France,32,Trance
Romania,29,Trance
Latvia,NA,Trance
Lithuania,NA,Trance
United Kingdom,44,Into the Forest
Ireland,27,Into the Forest
Slovenia,NA,Into the Forest
Sweden,17,Into the Forest
Finland,15,Into the Forest
Romania,14,Into the Forest
Netherlands,14,Into the Forest
Croatia,13,Into the Forest
Greece,11,Into the Forest
Denmark,11,Into the Forest
Hungary,11,Into the Forest
Estonia,NA,Into the Forest
Bulgaria,NA,Into the Forest
Slovakia,NA,Into the Forest
Belgium,9,Into the Forest
Italy,8,Into the Forest
Portugal,8,Into the Forest
Germany,8,Into the Forest
Cyprus,NA,Into the Forest
Austria,7,Into the Forest
Poland,6,Into the Forest
France,5,Into the Forest
Spain,4,Into the Forest
Lithuania,NA,Into the Forest
Latvia,NA,Into the Forest
Luxembourg,NA,Into the Forest
Malta,NA,Into the Forest
Cyprus,58,The Other Boleyn Girl
Malta,NA,The Other Boleyn Girl
Ireland,39,The Other Boleyn Girl
United Kingdom,25,The Other Boleyn Girl
Romania,21,The Other Boleyn Girl
Netherlands,21,The Other Boleyn Girl
Lithuania,17,The Other Boleyn Girl
Belgium,17,The Other Boleyn Girl
Greece,15,The Other Boleyn Girl
Hungary,12,The Other Boleyn Girl
Slovenia,12,The Other Boleyn Girl
Slovakia,11,The Other Boleyn Girl
Latvia,NA,The Other Boleyn Girl
Croatia,6,The Other Boleyn Girl
Bulgaria,6,The Other Boleyn Girl
Estonia,NA,The Other Boleyn Girl
Austria,5,The Other Boleyn Girl
Portugal,5,The Other Boleyn Girl
Sweden,4,The Other Boleyn Girl
Poland,3,The Other Boleyn Girl
Italy,2,The Other Boleyn Girl
Denmark,2,The Other Boleyn Girl
Spain,2,The Other Boleyn Girl
Germany,2,The Other Boleyn Girl
France,2,The Other Boleyn Girl
Finland,NA,The Other Boleyn Girl
Luxembourg,NA,The Other Boleyn Girl
Malta,NA,I Spit on Your Grave
Romania,35,I Spit on Your Grave
Croatia,35,I Spit on Your Grave
Cyprus,29,I Spit on Your Grave
United Kingdom,26,I Spit on Your Grave
Slovenia,22,I Spit on Your Grave
Germany,19,I Spit on Your Grave
Latvia,19,I Spit on Your Grave
Poland,19,I Spit on Your Grave
Greece,18,I Spit on Your Grave
France,16,I Spit on Your Grave
